,kontratTuru,kontratAdi,clearingQuantityAsk,clearingQuantityBid
107803,Saatlik,PH22031122,1750.9,1750.9
107807,Blok,PB22031123-01,724.1,724.1
107808,Saatlik,PH22031123,1886.3,1886.3
107809,Blok,PB22031200-01,536.5,536.5
107810,Blok,PB22031200-03,0.8,0.8
107811,Blok,PB22031200-04,9.5,9.5
107812,Blok,PB22031200-24,93.9,93.9
107813,Saatlik,PH22031200,845.1,845.1
107817,Blok,PB22031201-01,531.1,531.1
107818,Blok,PB22031201-05,30.0,30.0
107819,Saatlik,PH22031201,608.1,608.1
107824,Blok,PB22031202-01,534.6,534.6
107825,Blok,PB22031202-03,2.1,2.1
107826,Saatlik,PH22031202,646.9,646.9
107831,Blok,PB22031203-01,631.2,631.2
107832,Saatlik,PH22031203,620.1,620.1
107836,Blok,PB22031204-01,509.9,509.9
107837,Saatlik,PH22031204,784.5,784.5
107840,Blok,PB22031205-01,493.9,493.9
107841,Blok,PB22031205-07,9.5,9.5
107842,Saatlik,PH22031205,693.5,693.5
107845,Blok,PB22031206-01,549.8,549.8
107846,Saatlik,PH22031206,674.0,674.0
107849,Blok,PB22031207-01,576.0,576.0
107850,Blok,PB22031207-04,0.8,0.8
107851,Saatlik,PH22031207,1141.2,1141.2
107855,Blok,PB22031208-01,602.6,602.6
107856,Saatlik,PH22031208,1025.4,1025.4
107860,Blok,PB22031209-01,575.2,575.2
107861,Blok,PB22031209-03,0.4,0.4
107862,Blok,PB22031209-09,30.0,30.0
107863,Saatlik,PH22031209,892.3,892.3
107869,Blok,PB22031210-01,517.2,517.2
107870,Saatlik,PH22031210,905.6,905.6
107875,Blok,PB22031211-01,680.9,680.9
107876,Saatlik,PH22031211,804.5,804.5
107879,Blok,PB22031212-01,642.0,642.0
107880,Saatlik,PH22031212,1160.3,1160.3
107883,Blok,PB22031213-01,578.7,578.7
107884,Blok,PB22031213-10,9.5,9.5
107885,Saatlik,PH22031213,1850.7,1850.7
107889,Blok,PB22031214-01,537.1,537.1
107890,Blok,PB22031214-02,30.0,30.0
107891,Saatlik,PH22031214,1822.6,1822.6
107896,Blok,PB22031215-01,516.5,516.5
107897,Blok,PB22031215-04,0.8,0.8
107898,Saatlik,PH22031215,1775.7,1775.7
107903,Blok,PB22031216-01,498.3,498.3
107904,Saatlik,PH22031216,2129.4,2129.4
107909,Blok,PB22031217-01,596.1,596.1
107910,Saatlik,PH22031217,1934.8,1934.8
107914,Blok,PB22031218-01,554.6,554.6
107915,Blok,PB22031218-02,10.0,10.0
107916,Saatlik,PH22031218,1369.6,1369.6
107920,Blok,PB22031219-01,594.6,594.6
107921,Saatlik,PH22031219,1353.5,1353.5
107924,Blok,PB22031220-01,751.6,751.6
107925,Blok,PB22031220-02,2.0,2.0
107926,Saatlik,PH22031220,1461.5,1461.5
107930,Blok,PB22031221-01,720.8,720.8
107931,Saatlik,PH22031221,1236.0,1236.0
107934,Blok,PB22031222-01,675.8,675.8
107935,Blok,PB22031222-02,30.0,30.0
107936,Saatlik,PH22031222,1796.0,1796.0
107939,Blok,PB22031223-01,692.4,692.4
107940,Saatlik,PH22031223,1583.1,1583.1
107941,Blok,PB22031300-01,608.5,608.5
107942,Blok,PB22031300-03,0.8,0.8
107943,Blok,PB22031300-24,124.0,124.0
107944,Saatlik,PH22031300,937.1,937.1
107947,Blok,PB22031301-01,674.0,674.0
107948,Saatlik,PH22031301,455.4,455.4
107951,Blok,PB22031302-01,597.1,597.1
107952,Blok,PB22031302-08,2.1,2.1
107953,Saatlik,PH22031302,345.1,345.1
107956,Blok,PB22031303-01,602.0,602.0
107957,Saatlik,PH22031303,426.9,426.9
107960,Blok,PB22031304-01,652.1,652.1
107961,Blok,PB22031304-03,30.0,30.0
107962,Saatlik,PH22031304,291.7,291.7
107966,Blok,PB22031305-01,653.1,653.1
107967,Blok,PB22031305-02,50.0,50.0
107968,Saatlik,PH22031305,513.7,513.7
107973,Blok,PB22031306-01,614.3,614.3
107974,Saatlik,PH22031306,643.0,643.0
107977,Blok,PB22031307-01,514.3,514.3
107978,Blok,PB22031307-04,0.8,0.8
107979,Saatlik,PH22031307,891.1,891.1
107983,Blok,PB22031308-01,572.0,572.0
107984,Saatlik,PH22031308,582.5,582.5
107988,Blok,PB22031309-01,659.5,659.5
107989,Saatlik,PH22031309,383.4,383.4
107992,Blok,PB22031310-01,654.8,654.8
107993,Blok,PB22031310-04,1.3,1.3
107994,Saatlik,PH22031310,484.8,484.8
107997,Blok,PB22031311-01,541.5,541.5
107998,Blok,PB22031311-02,0.4,0.4
107999,Saatlik,PH22031311,849.3,849.3
108003,Blok,PB22031312-01,577.2,577.2
108004,Saatlik,PH22031312,1081.0,1081.0
108007,Blok,PB22031313-01,571.5,571.5
108008,Saatlik,PH22031313,990.8,990.8
108010,Blok,PB22031314-01,583.8,583.8
108011,Blok,PB22031314-02,1.5,1.5
108012,Saatlik,PH22031314,1107.0,1107.0
108015,Blok,PB22031315-01,602.3,602.3
108016,Blok,PB22031315-02,50.0,50.0
108017,Blok,PB22031315-04,0.8,0.8
108018,Saatlik,PH22031315,1262.4,1262.4
108022,Blok,PB22031316-01,703.4,703.4
108023,Saatlik,PH22031316,1520.3,1520.3
108026,Blok,PB22031317-01,821.0,821.0
108027,Saatlik,PH22031317,1980.4,1980.4
108030,Blok,PB22031318-01,566.6,566.6
108031,Blok,PB22031318-04,4.0,4.0
108032,Saatlik,PH22031318,1959.3,1959.3
108035,Blok,PB22031319-01,723.3,723.3
108036,Saatlik,PH22031319,1863.2,1863.2
108039,Blok,PB22031320-01,654.9,654.9
108040,Saatlik,PH22031320,2131.4,2131.4
108043,Blok,PB22031321-01,528.4,528.4
108044,Saatlik,PH22031321,2499.5,2499.5
108046,Blok,PB22031322-01,514.4,514.4
108047,Saatlik,PH22031322,1900.3,1900.3
108049,Blok,PB22031323-01,596.1,596.1
108050,Saatlik,PH22031323,1576.7,1576.7
108051,Blok,PB22031400-01,787.0,787.0
108052,Blok,PB22031400-03,0.8,0.8
108053,Blok,PB22031400-07,30.0,30.0
108054,Blok,PB22031400-08,1.2,1.2
108055,Blok,PB22031400-24,78.0,78.0
108056,Saatlik,PH22031400,838.2,838.2
108061,Blok,PB22031401-01,652.6,652.6
108062,Saatlik,PH22031401,800.5,800.5
108067,Blok,PB22031402-01,512.8,512.8
108068,Saatlik,PH22031402,793.8,793.8
108072,Blok,PB22031403-01,519.7,519.7
108073,Saatlik,PH22031403,957.5,957.5
108077,Blok,PB22031404-01,559.0,559.0
108078,Saatlik,PH22031404,569.8,569.8
108082,Blok,PB22031405-01,580.3,580.3
108083,Saatlik,PH22031405,751.6,751.6
108087,Blok,PB22031406-01,516.3,516.3
108088,Saatlik,PH22031406,853.9,853.9
108091,Blok,PB22031407-01,552.2,552.2
108092,Blok,PB22031407-04,0.8,0.8
108093,Saatlik,PH22031407,877.0,877.0
108096,Blok,PB22031408-01,615.7,615.7
108097,Blok,PB22031408-16,2.3,2.3
108098,Saatlik,PH22031408,871.4,871.4
108102,Blok,PB22031409-01,584.8,584.8
108103,Blok,PB22031409-03,100.0,100.0
108104,Saatlik,PH22031409,809.9,809.9
108109,Blok,PB22031410-01,655.9,655.9
108110,Saatlik,PH22031410,961.7,961.7
108114,Blok,PB22031411-01,752.2,752.2
108115,Saatlik,PH22031411,1013.1,1013.1
108118,Blok,PB22031412-01,881.2,881.2
108119,Blok,PB22031412-04,30.0,30.0
108120,Saatlik,PH22031412,1370.2,1370.2
108124,Blok,PB22031413-01,833.4,833.4
108125,Blok,PB22031413-03,30.0,30.0
108126,Saatlik,PH22031413,1259.8,1259.8
108131,Blok,PB22031414-01,679.9,679.9
108132,Blok,PB22031414-02,105.0,105.0
108133,Saatlik,PH22031414,1135.7,1135.7
108139,Blok,PB22031415-01,678.6,678.6
108140,Blok,PB22031415-03,50.0,50.0
108141,Blok,PB22031415-04,0.8,0.8
108142,Saatlik,PH22031415,1233.8,1233.8
108147,Blok,PB22031416-01,699.2,699.2
108148,Blok,PB22031416-02,1.0,1.0
108149,Blok,PB22031416-08,30.0,30.0
108150,Saatlik,PH22031416,1517.9,1517.9
108157,Blok,PB22031417-01,672.1,672.1
108158,Saatlik,PH22031417,1432.2,1432.2
108163,Blok,PB22031418-01,581.4,581.4
108164,Saatlik,PH22031418,1344.2,1344.2
108168,Blok,PB22031419-01,682.9,682.9
108169,Saatlik,PH22031419,1372.1,1372.1
108173,Blok,PB22031420-01,587.5,587.5
108174,Blok,PB22031420-02,50.0,50.0
108175,Blok,PB22031420-03,70.0,70.0
108176,Saatlik,PH22031420,1603.9,1603.9
108182,Blok,PB22031421-01,655.3,655.3
108183,Saatlik,PH22031421,1395.3,1395.3
108188,Blok,PB22031422-01,759.5,759.5
108189,Blok,PB22031422-02,25.0,25.0
108190,Saatlik,PH22031422,1240.0,1240.0
108195,Blok,PB22031423-01,868.1,868.1
108196,Saatlik,PH22031423,1271.0,1271.0
108197,Blok,PB22031500-01,776.3,776.3
108198,Blok,PB22031500-03,0.8,0.8
108199,Blok,PB22031500-08,1.2,1.2
108200,Blok,PB22031500-24,77.7,77.7
108201,Saatlik,PH22031500,663.8,663.8
108205,Blok,PB22031501-01,596.8,596.8
108206,Saatlik,PH22031501,609.6,609.6
108210,Blok,PB22031502-01,560.3,560.3
108211,Blok,PB22031502-06,1.3,1.3
108212,Saatlik,PH22031502,500.1,500.1
108216,Blok,PB22031503-01,439.4,439.4
108217,Saatlik,PH22031503,512.9,512.9
108221,Blok,PB22031504-01,498.8,498.8
108222,Saatlik,PH22031504,641.2,641.2
108226,Blok,PB22031505-01,520.1,520.1
108227,Saatlik,PH22031505,592.0,592.0
108231,Blok,PB22031506-01,563.2,563.2
108232,Saatlik,PH22031506,737.2,737.2
108236,Blok,PB22031507-01,731.3,731.3
108237,Blok,PB22031507-04,0.8,0.8
108238,Blok,PB22031507-17,8.5,8.5
108239,Saatlik,PH22031507,848.5,848.5
108243,Blok,PB22031508-01,693.4,693.4
108244,Blok,PB22031508-02,7.1,7.1
108245,Blok,PB22031508-03,101.3,101.3
108246,Blok,PB22031508-16,2.4,2.4
108247,Saatlik,PH22031508,806.3,806.3
108254,Blok,PB22031509-01,661.0,661.0
108255,Saatlik,PH22031509,919.6,919.6
108261,Blok,PB22031510-01,735.8,735.8
108262,Blok,PB22031510-02,11.5,11.5
108263,Blok,PB22031510-08,0.1,0.1
108264,Saatlik,PH22031510,909.5,909.5
108270,Blok,PB22031511-01,779.7,779.7
108271,Blok,PB22031511-02,20.0,20.0
108272,Saatlik,PH22031511,1129.8,1129.8
108278,Blok,PB22031512-01,879.6,879.6
108279,Blok,PB22031512-03,2.0,2.0
108280,Saatlik,PH22031512,1233.2,1233.2
108286,Blok,PB22031513-01,875.5,875.5
108287,Saatlik,PH22031513,1452.8,1452.8
108293,Blok,PB22031514-01,694.5,694.5
108294,Blok,PB22031514-03,10.0,10.0
108295,Saatlik,PH22031514,1849.1,1849.1
108301,Blok,PB22031515-01,778.1,778.1
108302,Blok,PB22031515-04,0.8,0.8
108303,Saatlik,PH22031515,1620.6,1620.6
108310,Blok,PB22031516-01,751.7,751.7
108311,Saatlik,PH22031516,1685.2,1685.2
108317,Blok,PB22031517-01,596.1,596.1
108318,Blok,PB22031517-02,4.8,4.8
108319,Saatlik,PH22031517,1486.3,1486.3
108325,Blok,PB22031518-01,495.5,495.5
108326,Saatlik,PH22031518,1745.1,1745.1
108330,Blok,PB22031519-01,538.4,538.4
108331,Saatlik,PH22031519,1382.0,1382.0
108335,Blok,PB22031520-01,604.0,604.0
108336,Blok,PB22031520-04,4.0,4.0
108337,Saatlik,PH22031520,1502.7,1502.7
108342,Blok,PB22031521-01,685.3,685.3
108343,Saatlik,PH22031521,1468.7,1468.7
108348,Blok,PB22031522-01,629.4,629.4
108349,Saatlik,PH22031522,1592.6,1592.6
108354,Blok,PB22031523-01,571.3,571.3
108355,Saatlik,PH22031523,1989.1,1989.1
108356,Blok,PB22031600-01,631.1,631.1
108357,Blok,PB22031600-03,0.8,0.8
108358,Blok,PB22031600-08,1.2,1.2
108359,Blok,PB22031600-24,95.7,95.7
108360,Saatlik,PH22031600,1294.6,1294.6
108364,Blok,PB22031601-01,618.6,618.6
108365,Saatlik,PH22031601,1610.2,1610.2
108369,Blok,PB22031602-01,570.7,570.7
108370,Blok,PB22031602-04,17.6,17.6
108371,Saatlik,PH22031602,1504.2,1504.2
108375,Blok,PB22031603-01,520.4,520.4
108376,Blok,PB22031603-21,1.0,1.0
108377,Saatlik,PH22031603,1409.2,1409.2
108382,Blok,PB22031604-01,511.7,511.7
108383,Saatlik,PH22031604,1860.1,1860.1
108388,Blok,PB22031605-01,537.0,537.0
108389,Saatlik,PH22031605,1705.1,1705.1
108393,Blok,PB22031606-01,539.2,539.2
108394,Saatlik,PH22031606,1691.2,1691.2
108398,Blok,PB22031607-01,508.2,508.2
108399,Blok,PB22031607-04,0.8,0.8
108400,Saatlik,PH22031607,2211.5,2211.5
108404,Blok,PB22031608-01,704.3,704.3
108405,Blok,PB22031608-03,70.0,70.0
108406,Blok,PB22031608-16,2.3,2.3
108407,Saatlik,PH22031608,2272.7,2272.7
108413,Blok,PB22031609-01,757.3,757.3
108414,Blok,PB22031609-02,22.0,22.0
108415,Blok,PB22031609-03,20.0,20.0
108416,Saatlik,PH22031609,1481.4,1481.4
108424,Blok,PB22031610-01,911.0,911.0
108425,Blok,PB22031610-06,20.0,20.0
108426,Saatlik,PH22031610,1779.4,1779.4
108432,Blok,PB22031611-01,695.5,695.5
108433,Blok,PB22031611-05,7.1,7.1
108434,Saatlik,PH22031611,1985.8,1985.8
108440,Blok,PB22031612-01,673.9,673.9
108441,Blok,PB22031612-02,5.0,5.0
108442,Blok,PB22031612-03,20.0,20.0
108443,Blok,PB22031612-05,50.0,50.0
108444,Blok,PB22031612-08,20.0,20.0
108445,Saatlik,PH22031612,2119.0,2119.0
108455,Blok,PB22031613-01,739.9,739.9
108456,Blok,PB22031613-02,14.9,14.9
108457,Blok,PB22031613-11,5.5,5.5
108458,Saatlik,PH22031613,2438.7,2438.7
108469,Blok,PB22031614-01,728.9,728.9
108470,Blok,PB22031614-03,40.0,40.0
108471,Saatlik,PH22031614,2365.6,2365.6
108481,Blok,PB22031615-01,738.4,738.4
108482,Blok,PB22031615-04,20.8,20.8
108483,Blok,PB22031615-09,0.5,0.5
108484,Saatlik,PH22031615,2350.4,2350.4
108494,Blok,PB22031616-01,680.9,680.9
108495,Blok,PB22031616-02,50.0,50.0
108496,Blok,PB22031616-03,22.0,22.0
108497,Blok,PB22031616-04,50.0,50.0
108498,Saatlik,PH22031616,2153.4,2153.4
108509,Blok,PB22031617-01,646.4,646.4
108510,Saatlik,PH22031617,2059.6,2059.6
108520,Blok,PB22031618-01,661.0,661.0
108521,Saatlik,PH22031618,2115.4,2115.4
108529,Blok,PB22031619-01,644.1,644.1
108530,Blok,PB22031619-04,2.0,2.0
108531,Blok,PB22031619-05,40.0,40.0
108532,Saatlik,PH22031619,2209.6,2209.6
108540,Blok,PB22031620-01,704.8,704.8
108541,Blok,PB22031620-04,10.0,10.0
108542,Saatlik,PH22031620,2353.0,2353.0
108551,Blok,PB22031621-01,687.9,687.9
108552,Saatlik,PH22031621,2492.3,2492.3
108561,Blok,PB22031622-01,651.2,651.2
108562,Saatlik,PH22031622,2287.7,2287.7
108570,Blok,PB22031623-01,615.4,615.4
108571,Saatlik,PH22031623,2096.4,2096.4
108572,Blok,PB22031700-01,554.0,554.0
108573,Blok,PB22031700-03,0.8,0.8
108574,Blok,PB22031700-15,20.0,20.0
108575,Blok,PB22031700-16,20.0,20.0
108576,Blok,PB22031700-18,2.0,2.0
108577,Blok,PB22031700-23,41.0,41.0
108578,Blok,PB22031700-24,79.9,79.9
108579,Saatlik,PH22031700,1677.5,1677.5
108586,Blok,PB22031701-01,501.2,501.2
108587,Blok,PB22031701-03,5.0,5.0
108588,Blok,PB22031701-05,15.4,15.4
108589,Saatlik,PH22031701,1265.4,1265.4
108598,Blok,PB22031702-01,549.3,549.3
108599,Saatlik,PH22031702,1273.1,1273.1
108607,Blok,PB22031703-01,604.3,604.3
108608,Saatlik,PH22031703,1356.0,1356.0
108615,Blok,PB22031704-01,652.1,652.1
108616,Blok,PB22031704-06,7.1,7.1
108617,Saatlik,PH22031704,1224.3,1224.3
108625,Blok,PB22031705-01,597.8,597.8
108626,Saatlik,PH22031705,1152.9,1152.9
108633,Blok,PB22031706-01,651.2,651.2
108634,Blok,PB22031706-05,4.4,4.4
108635,Saatlik,PH22031706,1088.3,1088.3
108643,Blok,PB22031707-01,742.4,742.4
108644,Blok,PB22031707-02,13.0,13.0
108645,Blok,PB22031707-03,0.8,0.8
108646,Saatlik,PH22031707,1615.1,1615.1
108656,Blok,PB22031708-01,921.4,921.4
108657,Blok,PB22031708-04,20.0,20.0
108658,Blok,PB22031708-09,50.0,50.0
108659,Saatlik,PH22031708,2070.3,2070.3
108670,Blok,PB22031709-01,889.7,889.7
108671,Blok,PB22031709-06,2.0,2.0
108672,Blok,PB22031709-08,30.0,30.0
108673,Saatlik,PH22031709,1761.2,1761.2
108684,Blok,PB22031710-01,837.9,837.9
108685,Blok,PB22031710-08,1.0,1.0
108686,Saatlik,PH22031710,2119.0,2119.0
108697,Blok,PB22031711-01,1021.6,1021.6
108698,Blok,PB22031711-05,7.1,7.1
108699,Blok,PB22031711-13,0.2,0.2
108700,Saatlik,PH22031711,1845.4,1845.4
108712,Blok,PB22031712-01,1038.1,1038.1
108713,Blok,PB22031712-02,13.9,13.9
108714,Blok,PB22031712-05,10.0,10.0
108715,Saatlik,PH22031712,2078.2,2078.2
108729,Blok,PB22031713-01,1071.2,1071.2
108730,Blok,PB22031713-02,2.0,2.0
108731,Blok,PB22031713-11,0.2,0.2
108732,Saatlik,PH22031713,2281.5,2281.5
108747,Blok,PB22031714-01,1310.5,1310.5
108748,Blok,PB22031714-03,10.0,10.0
108749,Saatlik,PH22031714,2464.9,2464.9
108762,Blok,PB22031715-01,1164.2,1164.2
108763,Blok,PB22031715-04,0.8,0.8
108764,Saatlik,PH22031715,2683.1,2683.1
108776,Blok,PB22031716-01,1002.0,1002.0
108777,Saatlik,PH22031716,2689.6,2689.6
108785,Blok,PB22031717-01,981.9,981.9
108786,Blok,PB22031717-07,0.2,0.2
108787,Saatlik,PH22031717,2614.1,2614.1
108794,Blok,PB22031718-01,791.4,791.4
108795,Saatlik,PH22031718,2575.4,2575.4
108801,Blok,PB22031719-01,843.3,843.3
108802,Blok,PB22031719-02,20.0,20.0
108803,Saatlik,PH22031719,2737.9,2737.9
108810,Blok,PB22031720-01,849.4,849.4
108811,Saatlik,PH22031720,2683.9,2683.9
108817,Blok,PB22031721-01,761.7,761.7
108818,Saatlik,PH22031721,2213.3,2213.3
108824,Blok,PB22031722-01,864.9,864.9
108825,Saatlik,PH22031722,2000.6,2000.6
108830,Blok,PB22031723-01,876.9,876.9
108831,Saatlik,PH22031723,1786.9,1786.9
108832,Blok,PB22031800-01,879.8,879.8
108833,Blok,PB22031800-02,50.0,50.0
108834,Blok,PB22031800-03,0.8,0.8
108835,Blok,PB22031800-09,75.0,75.0
108836,Blok,PB22031800-12,5.7,5.7
108837,Blok,PB22031800-19,1.3,1.3
108838,Blok,PB22031800-24,71.7,71.7
108839,Saatlik,PH22031800,1419.1,1419.1
108846,Blok,PB22031801-01,849.4,849.4
108847,Blok,PB22031801-09,7.1,7.1
108848,Saatlik,PH22031801,1337.1,1337.1
108855,Blok,PB22031802-01,837.1,837.1
108856,Blok,PB22031802-04,60.0,60.0
108857,Saatlik,PH22031802,1060.5,1060.5
108864,Blok,PB22031803-01,970.3,970.3
108865,Saatlik,PH22031803,1009.6,1009.6
108872,Blok,PB22031804-01,951.8,951.8
108873,Saatlik,PH22031804,936.1,936.1
108880,Blok,PB22031805-01,957.0,957.0
108881,Saatlik,PH22031805,895.3,895.3
108887,Blok,PB22031806-01,1092.8,1092.8
108888,Blok,PB22031806-02,40.0,40.0
108889,Saatlik,PH22031806,1307.6,1307.6
108896,Blok,PB22031807-01,1060.5,1060.5
108897,Blok,PB22031807-03,0.8,0.8
108898,Saatlik,PH22031807,1388.9,1388.9
108905,Blok,PB22031808-01,974.1,974.1
108906,Blok,PB22031808-02,0.1,0.1
108907,Blok,PB22031808-03,22.0,22.0
108908,Blok,PB22031808-04,21.0,21.0
108909,Saatlik,PH22031808,1021.0,1021.0
108918,Blok,PB22031809-01,800.5,800.5
108919,Blok,PB22031809-02,30.0,30.0
108920,Blok,PB22031809-03,50.0,50.0
108921,Saatlik,PH22031809,1115.4,1115.4
108929,Blok,PB22031810-01,927.8,927.8
108930,Blok,PB22031810-02,30.0,30.0
108931,Saatlik,PH22031810,1509.2,1509.2
108938,Blok,PB22031811-01,970.4,970.4
108939,Blok,PB22031811-02,0.4,0.4
108940,Blok,PB22031811-11,30.0,30.0
108941,Saatlik,PH22031811,1513.4,1513.4
108946,Blok,PB22031812-01,1205.0,1205.0
108947,Saatlik,PH22031812,1419.4,1419.4
108951,Blok,PB22031813-01,1160.3,1160.3
108952,Blok,PB22031813-02,10.0,10.0
108953,Saatlik,PH22031813,1565.2,1565.2
108958,Blok,PB22031814-01,1037.8,1037.8
108959,Blok,PB22031814-02,60.0,60.0
108960,Blok,PB22031814-04,31.0,31.0
108961,Blok,PB22031814-06,20.0,20.0
108962,Saatlik,PH22031814,1372.9,1372.9
108969,Blok,PB22031815-01,1048.0,1048.0
108970,Blok,PB22031815-02,20.0,20.0
108971,Blok,PB22031815-03,1.6,1.6
108972,Saatlik,PH22031815,1716.5,1716.5
108980,Blok,PB22031816-01,894.1,894.1
108981,Blok,PB22031816-02,35.0,35.0
108982,Saatlik,PH22031816,1642.8,1642.8
108990,Blok,PB22031817-01,891.2,891.2
108991,Blok,PB22031817-07,0.2,0.2
108992,Saatlik,PH22031817,1819.0,1819.0
108998,Blok,PB22031818-01,752.7,752.7
108999,Saatlik,PH22031818,1886.6,1886.6
109004,Blok,PB22031819-01,636.0,636.0
109005,Saatlik,PH22031819,1870.9,1870.9
109009,Blok,PB22031820-01,801.7,801.7
109010,Blok,PB22031820-02,110.0,110.0
109011,Blok,PB22031820-03,450.0,450.0
109012,Blok,PB22031820-04,1.5,1.5
109013,Saatlik,PH22031820,1875.6,1875.6
109020,Blok,PB22031821-01,729.1,729.1
109021,Saatlik,PH22031821,2130.0,2130.0
109026,Blok,PB22031822-01,1058.1,1058.1
109027,Saatlik,PH22031822,1692.9,1692.9
109031,Blok,PB22031823-01,1689.8,1689.8
109032,Saatlik,PH22031823,1264.6,1264.6
109033,Blok,PB22031900-01,719.8,719.8
109034,Blok,PB22031900-03,0.8,0.8
109035,Blok,PB22031900-12,2.0,2.0
109036,Blok,PB22031900-24,70.6,70.6
109037,Saatlik,PH22031900,1022.1,1022.1
109041,Blok,PB22031901-01,724.8,724.8
109042,Blok,PB22031901-09,7.1,7.1
109043,Saatlik,PH22031901,547.6,547.6
109048,Blok,PB22031902-01,626.1,626.1
109049,Blok,PB22031902-10,1.0,1.0
109050,Saatlik,PH22031902,543.3,543.3
109055,Blok,PB22031903-01,594.5,594.5
109056,Saatlik,PH22031903,454.6,454.6
109061,Blok,PB22031904-01,750.8,750.8
109062,Saatlik,PH22031904,869.6,869.6
109067,Blok,PB22031905-01,678.5,678.5
109068,Saatlik,PH22031905,1146.3,1146.3
109073,Blok,PB22031906-01,766.8,766.8
109074,Blok,PB22031906-02,10.0,10.0
109075,Saatlik,PH22031906,1469.0,1469.0
109081,Blok,PB22031907-01,820.9,820.9
109082,Blok,PB22031907-03,0.8,0.8
109083,Saatlik,PH22031907,1620.5,1620.5
109089,Blok,PB22031908-01,830.0,830.0
109090,Blok,PB22031908-02,20.0,20.0
109091,Blok,PB22031908-03,3.0,3.0
109092,Saatlik,PH22031908,1867.9,1867.9
109100,Blok,PB22031909-01,980.1,980.1
109101,Blok,PB22031909-12,15.5,15.5
109102,Saatlik,PH22031909,1296.0,1296.0
109108,Blok,PB22031910-01,939.5,939.5
109109,Blok,PB22031910-08,50.0,50.0
109110,Saatlik,PH22031910,1086.6,1086.6
109116,Blok,PB22031911-01,820.9,820.9
109117,Blok,PB22031911-02,0.4,0.4
109118,Blok,PB22031911-05,50.0,50.0
109119,Blok,PB22031911-07,110.0,110.0
109120,Saatlik,PH22031911,1391.5,1391.5
109127,Blok,PB22031912-01,879.6,879.6
109128,Blok,PB22031912-04,20.0,20.0
109129,Saatlik,PH22031912,1565.3,1565.3
109136,Blok,PB22031913-01,848.9,848.9
109137,Blok,PB22031913-04,1.0,1.0
109138,Saatlik,PH22031913,1687.2,1687.2
109146,Blok,PB22031914-01,719.5,719.5
109147,Saatlik,PH22031914,1527.2,1527.2
109155,Blok,PB22031915-01,642.7,642.7
109156,Blok,PB22031915-03,0.8,0.8
109157,Saatlik,PH22031915,1921.1,1921.1
109164,Blok,PB22031916-01,584.1,584.1
109165,Blok,PB22031916-02,105.0,105.0
109166,Saatlik,PH22031916,1364.0,1364.0
109173,Blok,PB22031917-01,592.7,592.7
109174,Saatlik,PH22031917,1341.4,1341.4
109177,Blok,PB22031918-01,616.8,616.8
109178,Saatlik,PH22031918,1786.8,1786.8
109181,Blok,PB22031919-01,846.0,846.0
109182,Saatlik,PH22031919,2114.9,2114.9
109185,Blok,PB22031920-01,687.4,687.4
109186,Blok,PB22031920-02,2.1,2.1
109187,Saatlik,PH22031920,2161.2,2161.2
109190,Blok,PB22031921-01,747.9,747.9
109191,Saatlik,PH22031921,1533.5,1533.5
109193,Blok,PB22031922-01,586.0,586.0
109194,Blok,PB22031922-02,113.1,113.1
109195,Saatlik,PH22031922,1643.8,1643.8
109198,Blok,PB22031923-01,764.4,764.4
109199,Saatlik,PH22031923,1627.0,1627.0
109200,Blok,PB22032000-01,584.1,584.1
109201,Blok,PB22032000-03,0.8,0.8
109202,Blok,PB22032000-08,1.2,1.2
109203,Blok,PB22032000-24,86.3,86.3
109204,Saatlik,PH22032000,923.5,923.5
109208,Blok,PB22032001-01,511.3,511.3
109209,Saatlik,PH22032001,497.5,497.5
109213,Blok,PB22032002-01,571.3,571.3
109214,Blok,PB22032002-02,100.0,100.0
109215,Blok,PB22032002-06,0.2,0.2
109216,Saatlik,PH22032002,661.0,661.0
109221,Blok,PB22032003-01,578.0,578.0
109222,Saatlik,PH22032003,660.8,660.8
109226,Blok,PB22032004-01,580.9,580.9
109227,Saatlik,PH22032004,1324.4,1324.4
109231,Blok,PB22032005-01,627.8,627.8
109232,Saatlik,PH22032005,1143.3,1143.3
109236,Blok,PB22032006-01,579.1,579.1
109237,Saatlik,PH22032006,1172.0,1172.0
109241,Blok,PB22032007-01,616.7,616.7
109242,Blok,PB22032007-03,0.8,0.8
109243,Saatlik,PH22032007,889.6,889.6
109246,Blok,PB22032008-01,692.5,692.5
109247,Blok,PB22032008-05,0.2,0.2
109248,Blok,PB22032008-08,100.0,100.0
109249,Blok,PB22032008-16,2.3,2.3
109250,Saatlik,PH22032008,1406.1,1406.1
109256,Blok,PB22032009-01,694.1,694.1
109257,Saatlik,PH22032009,883.8,883.8
109262,Blok,PB22032010-01,829.5,829.5
109263,Blok,PB22032010-07,50.0,50.0
109264,Saatlik,PH22032010,897.3,897.3
109270,Blok,PB22032011-01,878.4,878.4
109271,Blok,PB22032011-02,0.4,0.4
109272,Blok,PB22032011-07,15.5,15.5
109273,Saatlik,PH22032011,1230.6,1230.6
109281,Blok,PB22032012-01,1020.3,1020.3
109282,Saatlik,PH22032012,1367.6,1367.6
109288,Blok,PB22032013-01,647.7,647.7
109289,Saatlik,PH22032013,1552.6,1552.6
109295,Blok,PB22032014-01,673.1,673.1
